641,3
642,6
643,3
644,4
645,5
646,3
647,5
648,3
649,4
650,3
651,4
652,3
653,1
654,2
655,3
656,4
657,4
658,5
659,4
660,0
661,6
662,3
663,0
664,0
665,6
666,6
667,3
668,4
669,2
670,6
671,0
672,6
673,2
674,1
675,6
676,2
677,3
678,1
679,6
680,3
681,6
682,6
683,5
684,3
685,3
686,3
687,6
688,2
689,3
690,1
691,0
692,5
693,4
694,6
695,1
696,5
697,4
698,3
699,4
700,6
701,3
702,6
703,2
704,0
705,6
706,0
707,4
708,6
709,2
710,5
711,6
712,0
713,1
714,0
715,4
716,6
717,4
718,2
719,5
720,4
721,6
722,3
723,1
724,1
725,0
726,0
727,2
728,3
729,2
730,6
731,6
732,0
733,3
734,0
735,6
736,0
737,6
738,0
739,5
740,6
741,4
742,0
743,6
744,4
745,2
746,0
747,3
748,2
749,2
750,6
751,0
752,5
753,3
754,5
755,4
756,6
757,4
758,0
759,0
760,0
761,2
762,6
763,0
764,0
765,3
766,5
767,5
768,3
769,3
770,6
771,6
772,4
773,0
774,2
775,1
776,6
777,4
778,1
779,5
780,4
781,6
782,2
783,2
784,6
785,2
786,0
787,3
788,6
789,5
790,6
791,6
792,0
793,2
794,5
795,3
796,5
797,0
798,1
799,6
800,6
801,6
802,0
803,6
804,6
805,3
806,1
807,6
808,4
809,0
810,4
811,5
812,4
813,3
814,3
815,3
816,3
817,2
818,1
819,2
820,6
821,1
822,5
823,4
824,4
825,6
826,4
827,2
828,4
829,4
830,0
831,6
832,1
833,0
834,6
835,5
836,5
837,6
838,5
839,6
840,5
841,4
842,2
843,6
844,2
845,4
846,2
847,5
848,4
849,5
850,2
851,4
852,2
853,0
854,5
855,0
856,5
857,4
858,4
859,6
860,6
861,4
862,6
863,3
864,0
865,0
866,6
867,3
868,2
869,4
870,6
871,2
872,4
873,6
874,2
875,6
876,6
877,2
878,5
879,3
880,0
881,4
882,2
883,1
884,4
885,1
886,5
887,2
888,2
889,6
890,3
891,6
892,4
893,6
894,0
895,3
896,0
897,0
898,2
899,0
900,6
901,2
902,6
903,6
904,0
905,1
906,4
907,0
908,4
909,0
910,0
911,2
912,2
913,1
914,4
915,2
916,0
917,6
918,5
919,5
920,6
921,6
922,2
923,4
924,0
925,3
926,0
927,3
928,1
929,4
930,0
931,2
932,0
933,5
934,2
935,6
936,3
937,5
938,0
939,1
940,0
941,0
942,3
943,2
944,1
945,1
946,3
947,1
948,3
949,6
950,6
951,5
952,2
953,4
954,4
955,6
956,6
957,1
958,0
959,0
960,5
961,6
962,6
963,6
964,3
965,0
966,6
967,1
968,3
969,0
970,0
971,0
972,5
973,4
974,2
975,6
976,2
977,6
978,0
979,2
980,6
981,3
982,6
983,6
984,5
985,4
986,3
987,3
988,5
989,3
990,0
991,6
992,6
993,6
994,0
995,6
996,3
997,2
998,6
999,2
1000,4
1001,5
1002,3
1003,0
1004,0
1005,6
1006,5
1007,6
1008,1
1009,6
1010,0
1011,5
1012,2
1013,0
1014,6
1015,4
1016,2
1017,6
1018,2
1019,3
1020,6
1021,0
1022,2
1023,2
1024,5
1025,5
1026,6
1027,2
1028,5
1029,6
1030,2
1031,3
1032,4
1033,6
1034,4
1035,3
1036,5
1037,6
1038,5
1039,5
1040,4
1041,4
1042,0
1043,3
1044,6
1045,2
1046,1
1047,2
1048,0
1049,5
1050,4
1051,6
1052,1
1053,3
1054,3
1055,5
1056,6
1057,6
1058,5
1059,0
1060,4
1061,0
1062,3
1063,2
1064,0
1065,6
1066,6
1067,5
1068,1
1069,6
1070,0
1071,3
1072,4
1073,4
1074,5
1075,1
1076,2
1077,4
1078,0
1079,1
1080,4
1081,0
1082,3
1083,0
1084,4
1085,4
1086,5
1087,6
1088,6
1089,6
1090,4
1091,1
1092,6
1093,5
1094,4
1095,1
1096,5
1097,6
1098,4
1099,2
1100,3
1101,2
1102,6
1103,2
1104,6
1105,6
1106,0
1107,0
1108,1
1109,6
1110,2
1111,0
1112,4
1113,6
1114,2
1115,2
1116,5
1117,2
1118,3
1119,6
1120,3
1121,3
1122,4
1123,4
1124,4
1125,3
1126,6
1127,5
1128,1
1129,4
1130,3
1131,5
1132,6
1133,3
1134,0
1135,0
1136,2
1137,3
1138,3
1139,6
1140,3
1141,6
1142,5
1143,0
1144,1
1145,2
1146,6
1147,0
1148,0
1149,6
1150,3
1151,2
1152,5
1153,4
1154,2
1155,3
1156,5
1157,6
1158,0
1159,4
1160,2
1161,0
1162,6
1163,1
1164,6
1165,3
1166,2
1167,3
1168,6
1169,6
1170,1
1171,2
1172,6
1173,3
1174,6
1175,2
1176,4
1177,6
1178,4
1179,0
1180,6
1181,4
1182,5
1183,6
1184,5
1185,1
1186,5
1187,2
1188,1
1189,5
1190,2
1191,5
1192,6
1193,3
1194,2
1195,2
1196,4
1197,4
1198,2
1199,3
1200,0
1201,2
1202,4
1203,0
1204,4
1205,3
1206,6
1207,6
1208,3
1209,0
1210,3
1211,2
1212,4
1213,6
1214,6
1215,3
1216,0
1217,0
1218,2
1219,6
1220,3
1221,6
1222,5
1223,6
1224,2
1225,3
1226,6
1227,6
1228,2
1229,6
1230,0
1231,3
1232,2
1233,1
1234,0
1235,3
1236,0
1237,3
1238,4
1239,6
1240,4
1241,6
1242,2
1243,6
1244,6
1245,0
1246,1
1247,6
1248,4
1249,0
1250,0
1251,0
1252,6
1253,0
1254,2
1255,3
1256,5
1257,5
1258,5
1259,5
1260,2
1261,2
1262,0
1263,6
1264,6
1265,3
1266,3
1267,0
1268,2
1269,4
1270,0
1271,6
1272,0
1273,6
1274,0
1275,0
1276,2
1277,6
1278,2
1279,1
1280,4
1281,2
1282,2
1283,6
1284,2
1285,2
1286,3
1287,3
1288,1
1289,6
1290,0
1291,2
1292,6
1293,6
1294,3
1295,1
1296,3
1297,0
1298,3
1299,0
1300,6
1301,0
1302,6
1303,6
1304,2
1305,5
1306,6
1307,3
1308,4
1309,4
1310,6
1311,3
1312,0
1313,5
1314,6
1315,5
1316,6
1317,3
1318,5
1319,6
1320,0
1321,0
1322,4
1323,6
1324,4
1325,0
1326,3
1327,1
1328,6
1329,6
1330,2
1331,5
1332,0
1333,5
1334,3
1335,4
1336,0
1337,0
1338,6
1339,0
1340,1
1341,4
1342,3
1343,5
1344,5
1345,6
1346,5
1347,3
1348,6
1349,4
1350,5
1351,2
1352,0
1353,6
1354,2
1355,0
1356,3
1357,3
1358,6
1359,6
1360,5
1361,5
1362,5
1363,6
1364,1
1365,1
1366,4
1367,6
1368,3
1369,6
1370,1
1371,3
1372,2
1373,4
1374,1
1375,2
1376,3
1377,6
1378,0
1379,1
1380,3
1381,0
1382,3
1383,6
1384,5
1385,4
1386,2
1387,3
1388,6
1389,5
1390,3
1391,6
1392,4
1393,5
1394,4
1395,6
1396,5
1397,3
1398,3
1399,2
1400,4
1401,2
1402,4
1403,6
1404,4
1405,1
1406,4
1407,2
1408,4
1409,5
1410,4
1411,4
1412,4
1413,0
1414,2
1415,6
1416,1
1417,4
1418,5
1419,3
1420,6
1421,5
1422,2
1423,1
1424,2
1425,2
1426,1
1427,2
1428,2
1429,3
1430,6
1431,6
1432,3
1433,3
1434,2
1435,6
1436,5
1437,5
1438,4
1439,2
1440,0
1441,6
1442,4
1443,2
1444,3
1445,0
1446,0
1447,3
1448,3
1449,4
1450,4
1451,2
1452,1
1453,4
1454,4
1455,3
1456,4
1457,6
1458,0
1459,6
1460,4
1461,4
1462,5
1463,2
1464,0
1465,2
1466,4
1467,2
1468,5
1469,6
1470,2
1471,4
1472,4
1473,3
1474,4
1475,2
1476,0
1477,4
1478,3
1479,6
1480,2
1481,2
1482,3
1483,6
1484,2
1485,2
1486,3
1487,3
1488,3
1489,6
1490,0
1491,0
1492,0
1493,6
1494,5
1495,6
1496,1
1497,1
1498,6
1499,4
1500,4
1501,0
1502,0
1503,3
1504,0
1505,3
1506,6
1507,6
1508,3
1509,3
1510,6
1511,0
1512,5
1513,5
1514,1
1515,6
1516,5
1517,6
1518,4
1519,6
1520,4
1521,5
1522,3
1523,6
1524,6
1525,0
1526,6
1527,2
1528,6
1529,0
1530,6
1531,2
1532,4
1533,2
1534,2
1535,3
1536,4
1537,5
1538,1
1539,4
1540,0
1541,6
1542,6
1543,2
1544,4
1545,3
1546,3
1547,3
1548,4
1549,5
1550,3
1551,4
1552,2
1553,6
1554,4
1555,6
1556,3
1557,6
1558,3
1559,4
1560,3
1561,0
1562,3
1563,6
1564,3
1565,2
1566,0
1567,0
1568,0
1569,6
1570,0
1571,4
1572,4
1573,5
1574,0
1575,6
1576,6
1577,6
1578,4
1579,3
1580,1
1581,1
1582,6
1583,5
1584,1
1585,5
1586,5
1587,3
1588,5
1589,2
1590,3
1591,2
1592,6
1593,2
1594,1
1595,6
1596,3
1597,6
1598,1
1599,1
1600,5
1601,5
1602,0
1603,6
1604,2
1605,0
1606,1
1607,4
1608,5
1609,5
1610,3
