,0
491,513712.12043667375
492,87509.9665966648
493,502026.5944283188
494,91351.35592673783
495,979428.4773616303
496,449618.27217568166
497,987039.0300221475
498,344642.3222621337
499,601590.0318806416
500,818690.8321326053
501,777389.1543533374
502,773700.1442664111
503,195966.23751953687
504,675559.6288304495
505,551063.0827208533
506,605401.6016389896
507,433750.2874809324
508,1117449.922201721
509,333544.2435214422
510,863996.6615348147
511,1074552.1488218945
512,743265.9697794078
513,318848.18282913766
514,1276412.9717728836
515,655346.246666174
516,511668.80729707144
517,494786.4448931855
518,433418.06883106043
519,489935.0640507358
520,206967.77975237515
521,44059.511785307084
522,1319564.0862848233
523,979874.3083689854
524,712081.664963277
525,330875.8702578057
526,665711.7120025342
527,439529.92548831657
528,641657.5693083763
529,316135.9553066045
530,274711.27665496
531,191663.55676505162
532,441180.6697865755
533,1033570.3956014874
534,736655.8803563867
535,751003.4465837487
536,271377.3193058162
537,834011.853776761
538,1136384.92290653
539,379957.7448119784
540,121977.6154177261
541,906517.540756175
542,1108806.5852522892
543,152759.6632537769
544,1130451.4701901358
545,546272.3280351333
546,148871.66926686646
547,478549.55092512665
548,405419.49062284094
549,225760.25375514018
550,1144924.456161715
551,460316.6978377723
552,423723.1051626775
553,219006.17250405787
554,481000.02435821516
555,221233.32409171184
556,810023.6796624713
557,433788.40537670057
558,278758.04489899124
559,349428.3001405386
560,277929.3505412277
561,200151.33050269447
562,1510281.3136038305
563,359933.64725020714
564,211465.30486496212
565,805740.1515800881
566,185169.25892982073
567,695271.040058252
568,247799.10566851782
569,593988.7794066322
570,445119.36252884613
571,227137.12240029272
572,354044.0750106027
573,640749.8267979772
574,751580.644044498
575,-80318.09276401071
576,1181311.9076695242
577,461818.6075267249
578,634575.2412229807
579,155490.29052469565
580,452445.0240770867
581,608189.0751354478
582,254746.75884674262
583,784036.4431688212
584,682528.193214473
585,158830.37153722468
586,271655.2200267798
587,331026.56979511527
588,378350.0686448575
589,532171.5475832475
590,536650.226591548
591,-185775.99125645042
592,500503.5891541062
593,-21687.179793601914
594,705714.2078935573
595,186295.18827794364
596,772023.3370665828
597,429198.96944124566
598,316028.733829901
599,386680.31890775845
600,662688.6211843624
601,535111.3557426713
602,462699.51558732276
603,679517.9897324791
604,657558.7118527872
605,114557.10950325406
606,687110.1507429129
607,542197.0554037346
608,683444.4671914907
609,917774.2148354718
610,518403.8190123552
611,167635.68463741522
612,599722.7832832838
613,1564410.7099918541
614,115015.91916711163
615,775125.4055786354
616,783424.9008510356
617,325933.48180350533
618,394808.91469661193
619,835482.2657321071
620,718606.3404193389
621,470539.21323503554
622,352198.59942723694
623,593530.9552769437
624,390454.22451858735
625,394254.1700264113
626,134154.10439655738
627,367787.54753275146
628,343189.2070367731
629,696732.5605508935
630,342588.998652535
631,828009.8976998347
632,233329.944565386
633,669505.7617612315
634,412963.5781284843
635,445633.5743587129
636,572024.864055572
637,230854.4151949323
638,96747.85064328858
639,425997.1105635195
640,119497.61549466476
641,438918.0517163781
642,653488.5994276749
643,1057984.5316119539
644,-181019.19312160998
645,394415.84585104405
646,409682.0602127942
647,472158.77448644536
648,402984.1457616928
649,254152.11505716934
650,1315897.0119537893
651,358101.53272081935
652,1438914.6929128491
653,260740.864760179
654,615159.0805342894
655,454287.80299307057
656,218516.3837980691
657,317049.7794982103
658,925368.4862453247
659,572113.828380026
660,616539.734014084
661,1053479.364403524
662,334051.5070629498
663,498591.4836078123
664,520535.39180941216
665,1496383.5883226506
666,366670.32761224697
667,362508.1320612312
668,552264.4720758995
669,548675.4334919335
670,537516.0609617113
671,373440.08681421203
672,1677528.1022557826
673,267811.34336808213
674,370531.61376805324
675,520274.3369561437
676,948223.3826646075
677,732784.7370163823
678,315799.2016714822
679,783447.9134502163
680,264862.70281339757
681,255534.96951389458
682,434055.942262709
683,878966.3045876712
684,480533.281074999
685,276789.6699510353
686,662394.6235863019
687,762354.063043946
688,790702.7090030599
689,913254.6870779159
690,520762.8045976218
691,911875.6506778231
692,449555.57416330813
693,802030.3937933736
694,392387.49437432317
695,934175.9238929538
696,278544.73560984374
697,198696.56262083736
698,336342.9815491695
699,741540.7828554959
700,490269.96844715497
701,468487.69234138157
702,644807.7794069238
703,600592.0122222523
704,589656.4144087967
705,404141.85691103083
706,393543.86063803895
707,519146.08117622195
708,283277.0837577079
709,152647.727254375
710,358431.482135835
711,-113380.59264268912
712,355423.02830624103
713,650285.2275811963
714,302439.5859114247
715,476700.3246601288
716,301927.8299632522
717,1362804.8556238743
718,344956.74209713866
719,547751.3645526888
720,99841.10983633331
721,479339.99783314276
722,71876.1465492656
723,502628.8241319958
724,624834.9684402233
725,488597.79021707294
726,338755.06991305423
727,550936.8812918675
728,341553.1225908288
729,426920.8008029808
730,444256.81127185037
731,1257039.1301771514
732,136895.6155347132
733,459781.0343918764
734,518119.88590050733
735,835473.4839577266
736,1604402.3216613354
737,1203157.9983865465
738,243579.4812146395
739,300593.79505069426
740,550655.8756975244
741,696308.6128578297
742,939917.0658922164
743,272316.80587942665
744,475785.73341447255
745,179786.56512511213
746,758112.7890827429
747,712442.013375486
748,106048.81085239962
749,278417.54334079335
750,680127.9615395975
751,433726.2298904485
752,928619.380869971
753,298446.0421844206
754,1104113.5870948494
755,335903.56073088513
756,100274.41883953358
757,474743.54807920975
758,407924.2090660556
759,325309.369668597
760,393290.28013451037
761,622128.2715584147
762,859811.0888725241
763,823985.4694028954
764,300286.3762854511
765,-5672.977312875068
766,466238.8865978938
767,294431.51644432405
768,475003.84495487367
769,471478.5319236092
770,660930.0150901873
771,1030805.6162817773
772,1258671.2641585674
773,383904.40111490793
774,613834.3447522642
775,870842.5747288183
776,642083.7958038587
777,645879.7792174218
778,661408.3519485056
779,664285.2215997285
780,132789.26192997315
781,965966.147940183
782,746993.9108458773
783,798770.970061139
784,277145.7976618176
785,486327.3786413148
786,305649.17712672846
787,120532.64948538248
788,497339.5214580101
789,939234.5418084097
790,3185.619389403553
791,431057.9569318198
792,657933.0375371398
793,249586.7881108243
794,896398.34675382
795,342489.3560633481
796,603398.1468511091
797,450495.8914650349
798,713507.7394006902
799,211678.6008443393
800,1768171.4853259618
801,474852.4070349005
802,1515702.5657756296
803,385780.7095906002
804,502044.0062630365
805,377108.3130418358
806,798158.33167215
807,767107.2692630617
808,227078.96104380215
809,170529.09545093006
810,675670.2490071905
811,234232.2283558905
812,454507.72110302805
813,346626.45375299687
814,957746.7500702305
815,394345.88427000085
816,388296.0842072407
817,962220.7865357065
818,29916.127971070353
819,1142746.018776062
820,925040.1499158471
821,747432.4052375841
822,1526517.4230765863
823,5489.985827048833
824,890101.0869434887
825,1018771.6542286474
826,584312.468798718
827,285303.3180502322
828,431033.9651858503
829,9622.561195169168
830,572272.2755902453
831,972760.4894260365
832,133231.62257741822
833,571985.3778824583
834,319967.4219054282
835,711751.4109419828
836,366569.2913555353
837,645308.3588327501
838,231659.5004230924
839,1074297.437909441
840,346360.92305287754
841,250627.10871580604
842,715096.9775424318
843,430527.86482055485
844,1121990.2895463416
845,255471.1999280883
846,137302.75753101968
847,571157.8865499996
848,649079.0667512488
849,2772228.5906372187
850,457814.4612726356
851,96377.540332456
852,419214.770569153
853,674283.0662115641
854,397678.11927096336
855,120127.37562366383
856,383800.2609468413
857,1070095.6511849896
858,512462.2643561481
859,446729.09571457584
860,939268.8683466135
861,331758.9893578404
862,296604.0081418195
863,121429.23392724316
864,1331967.3144854219
865,661371.5569817516
866,575151.4073125031
867,249218.10166920704
868,71574.07273116906
869,546302.1552481888
870,326570.2037567033
871,196695.49934427807
872,636454.6614459276
873,746931.6547312979
874,542377.2237617756
875,732001.2795845312
876,101475.88806094031
877,556997.3781858897
878,553736.7989212822
879,385340.99691165856
880,459064.74154944136
881,-30972.49242159346
882,814984.6287336872
883,302969.54163994326
884,257124.3479073621
885,183670.09086762363
886,1244138.562720885
887,586520.9061970856
888,397201.46097829985
889,312947.5368329594
890,510436.3174315834
891,366350.3535542311
892,569531.3668112141
893,674062.3001106856
894,559496.379606266
895,493177.6353116188
896,414876.5721949324
897,-95302.35968438638
898,764170.809549604
899,259755.49177130824
900,347515.175056736
901,702047.1892689308
902,349265.0932009667
903,182846.46955402347
904,901176.751376666
905,112134.20007952314
906,729879.3158842798
907,193365.81781630323
908,586027.2321161872
909,732102.718737949
910,285173.82890472683
911,377037.80640071677
912,870753.454222635
913,528744.8064212024
914,381658.6453816851
915,437418.1968227
916,363815.89032471913
917,153938.3426604513
918,308571.37879588257
919,217384.37829615432
920,612924.8408760244
921,832741.430849753
922,863887.4808982314
923,255005.83978260006
924,442289.5429564441
925,270412.7877441359
926,328760.05308778456
927,979573.4654785121
928,367682.67004967213
929,595255.4387253412
930,314605.70418560517
931,518260.2490947988
932,405183.7656340728
933,164593.0776177714
934,466150.2712789152
935,180170.72194537747
936,642326.9541941634
937,271245.0927593622
938,655805.2414860475
939,390226.7435030622
940,531435.526997563
941,669865.2523409465
942,586335.9534359436
943,763511.8379103559
944,586156.9395774079
945,1188598.3754591695
946,497366.40608619933
947,706112.4622254074
948,699371.8720939745
949,357454.0919295888
950,1448808.1365184584
951,446276.22331888427
952,524856.7531837635
953,717131.759898631
954,1128751.4269227632
955,176715.18129446864
956,780803.2510120405
957,184685.46444400446
958,526421.3756249592
959,691587.6314014231
960,294777.33985984663
961,863616.4927407346
962,496367.2242683688
963,299291.0389066207
964,1328226.2004558793
965,218417.446270096
966,1574221.128943562
967,336556.5625374112
968,653966.3240151587
969,472324.6585910851
970,201379.1919392952
971,415601.4752856031
972,205182.9122768023
973,395198.87906853715
974,134145.78390190372
975,1224483.9234735179
976,616174.663495076
977,-85074.0121138544
978,341368.29790599865
979,282150.36905919254
980,1220753.8422819083
981,269092.1084948082
982,510071.1845686587
983,410706.8491420108
984,834525.1852497001
985,63007.20848477032
986,486021.97214002616
987,615167.3349386458
988,237244.80550787487
989,290551.7482811905
990,666213.8465597577
991,862770.9012850657
992,205212.60130907845
993,615889.6917399425
994,738796.3400958295
995,519436.51179563685
996,358283.29907145177
997,1602207.1046920456
998,837197.6012162588
999,820240.3782629786
1000,218523.67092681193
1001,538249.5544043154
1002,398982.542872175
1003,641048.7386511348
1004,1107297.8705036123
1005,136204.67922911164
1006,690393.6829845145
1007,804829.083280389
1008,449801.1606256021
1009,323964.2574867314
1010,1447174.5241481015
1011,724761.2281763267
1012,-27582.8629053114
1013,219860.80611925985
1014,1053469.9480493488
1015,732567.1792595248
1016,611145.2816668005
1017,578953.0653168574
1018,1345193.247207283
1019,315906.88732606126
1020,546863.426776418
1021,556435.190072724
1022,68503.74197497469
1023,509588.2985148949
1024,511057.8531416296
1025,504455.48970152345
1026,556557.2190518696
1027,664110.1856716516
1028,372414.1459794401
1029,509342.77300169924
1030,489977.7750358153
1031,-200340.5019789908
1032,447181.84588698565
1033,88613.46075563785
1034,432205.88773794915
1035,810980.769334096
1036,700056.9632879228
1037,405835.00791766355
1038,305191.41814284015
1039,365279.925603191
1040,308559.0085422051
1041,651008.1632775521
1042,1193645.6474497467
1043,814386.9143380035
1044,1142460.5953103793
1045,1117910.6296900976
1046,589062.685578003
1047,488521.64998068986
1048,144814.94032393832
1049,1483687.399997509
1050,162129.82237460377
1051,631181.9452971832
1052,411150.24958141334
1053,769879.631888475
1054,628336.5911200593
1055,1119480.3717579325
1056,1470007.1863707597
1057,764808.0803474048
1058,343409.8269219346
1059,260817.81060159736
1060,605036.223146713
1061,1050133.935975891
1062,741320.3697040161
1063,776711.5142608754
1064,207120.41543329624
1065,859121.8324825057
1066,792162.2174702827
1067,833603.452928119
1068,1790928.2986326832
1069,641323.7344335022
1070,333550.065678298
1071,493158.6619334606
1072,347659.55556454347
1073,165620.87659367407
1074,359724.6943787475
1075,651504.2226451224
1076,4598.648224326142
1077,550456.2234355105
1078,355635.44808084343
1079,453732.02352720173
1080,378021.84848080645
1081,833557.5025544082
1082,152280.26011195767
1083,14905.326186036982
1084,421299.46284807345
1085,251586.60193266952
1086,506092.71724064415
1087,1560945.2364913202
1088,896717.5274015708
1089,1070982.7425885447
1090,586937.6440119653
1091,347929.8666577062
1092,16309.787160851469
1093,621842.7558425446
1094,585820.9632586107
1095,664731.1193444653
1096,384247.4990386416
1097,624399.25035177
1098,334100.1863191881
1099,258039.20707847533
1100,427788.85194619384
1101,502124.03942015383
1102,643096.4778566525
1103,303640.01610226324
1104,480708.48474509036
1105,542298.412055401
1106,102803.23115500587
1107,454855.5539237447
1108,105143.19264149608
1109,503114.285408141
1110,1110821.7109075314
1111,567218.0181604896
1112,369889.56427149836
1113,755492.9664392683
1114,324938.86320269504
1115,209233.88270155364
1116,75827.84761289903
1117,1220287.2366165994
1118,218902.0678312056
1119,435507.21791553695
1120,232809.76823018637
1121,1153154.1526069865
1122,537482.3385784014
1123,654473.9385974173
1124,523013.95523583575
1125,414378.44407378
1126,408566.68453163886
1127,453992.7916729277
1128,200935.06091075618
1129,459497.620245024
1130,545974.5865656058
1131,1069306.9630536712
1132,365232.48505496664
1133,600182.5367886698
1134,494684.9984036456
1135,618079.4830414882
1136,588338.5162160526
1137,1350675.528351142
1138,712034.0115713016
1139,903573.3686929554
1140,376899.728708814
1141,-27062.418344679754
1142,306376.16791124886
1143,411025.46547957556
1144,1150914.221525277
1145,842743.8339799329
1146,663401.4018435217
1147,279471.5582729915
1148,477447.27721162327
1149,396997.19677864364
1150,539704.4935373723
1151,1060946.399902457
1152,1702377.2623792966
1153,185724.80336975324
1154,490013.08871951094
1155,267683.18613584316
1156,641271.4938697874
1157,626319.7044845317
1158,911633.3322317206
1159,446355.2601310712
1160,527669.7767981839
1161,625954.57111433
1162,475513.1023856031
1163,302542.2978609068
1164,876159.3133739763
1165,898416.7904222984
1166,1170689.003080912
1167,326520.869834488
1168,430444.672967928
1169,1146367.339517007
1170,221045.01778531412
1171,414893.1709843944
1172,102931.44151618128
1173,583030.5775119126
1174,718714.0392026567
1175,292693.4676802127
1176,1758636.687159543
1177,427894.60864660284
1178,690388.6002329249
1179,439554.4901317337
1180,490656.78940668586
1181,662393.6877617174
1182,293508.994512122
1183,1203984.2430872745
1184,500819.4161416115
1185,699599.6562612046
1186,553401.7324059916
1187,459612.8793783722
1188,560380.886619437
1189,709526.1080005997
1190,367947.2989298295
1191,203234.91399168072
1192,785758.9410812346
1193,515223.4630203487
1194,541161.2313136843
1195,693862.1555360903
1196,128336.04538483708
1197,533731.5601365272
1198,628419.5578922736
1199,852061.5715533799
1200,323209.3475670973
1201,584489.3613487068
1202,204830.6095315183
1203,1244964.5474142497
1204,1105808.6497032647
1205,359086.2597192832
1206,737805.8544475136
1207,1143954.711113711
1208,345270.09730448143
1209,238802.61907290225
1210,598573.87946898
1211,448809.7062234413
1212,144567.9043008978
1213,91711.93649301934
1214,1257589.1589419255
1215,369788.2427933138
1216,766866.6780037271
1217,686989.9166882987
1218,1106823.0881421617
1219,236507.38292165817
1220,812448.5603549512
1221,948768.1046234438
1222,400873.01356077753
1223,342792.2578087229
1224,355359.42096806597
1225,257310.43265778187
1226,374650.46980833705
1227,192579.10451529565
1228,129995.21932978003
1229,1152023.7610873212
1230,491470.5761036343
1231,817710.4382436114
1232,954751.6914440267
1233,933309.0914673161
1234,433812.102714504
1235,796432.9252658349
1236,231021.32392542227
1237,460772.1671293479
1238,806644.1973599355
1239,252024.27332577092
1240,351032.5637452019
1241,328724.02665520774
1242,708723.7208348892
1243,550533.6375531774
1244,1034244.9521929448
1245,95231.22020045784
1246,733161.261770697
1247,742826.5321580366
1248,369971.8035837285
1249,483872.52929488325
1250,618918.0200489683
1251,567666.8958436052
1252,571844.9359579288
1253,317003.1775668339
1254,1333313.226598177
1255,284614.1208910518
1256,819242.171643244
1257,342000.0259920575
1258,595493.4422968917
1259,365708.3281399474
1260,1220188.0066983472
1261,806949.830707934
1262,788702.9538827096
1263,574482.1882553784
1264,719264.2625095629
1265,1157259.638124704
1266,974687.7396660902
1267,908861.9191090715
1268,692538.4149426067
1269,98163.12124386831
1270,178036.23462560266
1271,282296.83058697404
1272,935247.3473610874
1273,396803.3106380213
1274,1217359.872144878
1275,518823.0578382723
1276,1069283.4023490315
1277,352257.68148717645
1278,106335.98073257552
1279,685895.9963350706
1280,46174.06071985641
1281,270217.30779136135
1282,1784784.8243208434
1283,607616.3799287367
1284,749930.5256617434
1285,317973.33002374915
1286,600976.533763591
1287,594205.3560402258
1288,423223.7482084327
1289,690068.5532987057
1290,289920.58423855307
1291,563555.4425518289
1292,301067.3208447924
1293,542960.678962972
1294,875562.3175412497
1295,537032.1716112338
1296,602796.4548945213
1297,171667.5881417151
1298,-160757.65681354282
1299,831862.6410440678
1300,637687.5684777328
1301,332369.7002656738
1302,263104.6827237741
1303,158611.16622463887
1304,1351542.6349551333
1305,435601.14691477665
1306,822246.7528343078
1307,523509.69237456936
1308,44980.04577074433
1309,110393.58536609542
1310,487030.00438680325
1311,455858.6693977462
1312,324861.7119167771
1313,566070.704522498
1314,586978.6902935294
1315,346783.70052701456
1316,545244.2896277283
1317,272806.21035451745
1318,526303.8812533731
1319,326855.24353936187
1320,490053.15780137305
1321,236708.37149608246
1322,744571.9755647441
1323,476437.8191429139
1324,905308.8532537819
1325,370089.2727919761
1326,511939.010741313
1327,589065.5996123299
1328,458475.0713542715
1329,361753.2723533673
1330,869043.1899641877
1331,459779.0038161228
1332,1107370.620993156
1333,376274.85883749207
1334,340905.09106840694
1335,-134768.99105234173
1336,629785.978357071
1337,691103.4611599941
1338,148497.6693749177
1339,735604.4945603645
1340,270574.47040605824
1341,199448.0285442645
1342,755960.5255588213
1343,101887.94487859157
1344,660554.5641384651
1345,150961.28389414732
1346,518381.162223047
1347,314940.3484130162
1348,118654.42332471523
1349,1609262.080787721
1350,249151.07434981904
1351,304632.6730479407
1352,823043.5651570164
1353,378356.671288074
1354,444416.50554037734
1355,609662.4074439191
1356,1136427.3378012436
1357,461834.4139325911
1358,1290694.9295228045
1359,361823.24110045494
